model,accuracy,f1_macro,precision_macro,recall_macro,train_time_sec,predict_time_sec
LogisticRegression,0.773425,0.7733032455654427,0.7739447228006133,0.7733930223088294,1.4244976043701172,0.0018613338470458984
LinearSVC,0.770075,0.7698955632658973,0.7708370643748284,0.7700361277509586,2.0521419048309326,0.0
MultinomialNB,0.76215,0.7621425407900791,0.7621678535815811,0.7621434824066717,0.4926638603210449,0.016017436981201172
